ENSG00000273547.1	686654	91537
ENSG00000187634.10	924879	106538
ENSG00000187634.10	924879	20354
ENSG00000187634.10	924879	19005
ENSG00000187634.10	924879	13503
ENSG00000187634.10	924879	1361
ENSG00000188976.10	959309	15792
ENSG00000187961.13	960586	196
ENSG00000187961.13	960586	1259
ENSG00000187583.10	966496	320
ENSG00000187642.9	982093	5462
ENSG00000188290.10	1000172	68
ENSG00000187608.8	1001137	769
ENSG00000188157.13	1020122	7093
ENSG00000188157.13	1020122	5025
ENSG00000188157.13	1020122	701
ENSG00000188157.13	1020122	1599
ENSG00000188157.13	1020122	20740
ENSG00000131591.17	1116361	556
ENSG00000131591.17	1116361	6550
ENSG00000162571.13	1173883	14684
ENSG00000186891.13	1206691	2328
ENSG00000078808.16	1232031	895
ENSG00000176022.4	1232264	1230
ENSG00000160087.20	1273885	8326
ENSG00000160087.20	1273885	729
ENSG00000160087.20	1273885	1251
ENSG00000169972.11	1308566	1163
ENSG00000131584.18	1309609	961
ENSG00000131584.18	1309609	6091
ENSG00000131584.18	1309609	6989
ENSG00000127054.18	1324691	5132
ENSG00000127054.18	1324691	2114
ENSG00000224051.6	1324755	1494
ENSG00000107404.17	1349350	589
ENSG00000107404.17	1349350	2818
ENSG00000162576.16	1361777	4614
ENSG00000162576.16	1361777	332
ENSG00000175756.13	1375495	2610
ENSG00000175756.13	1375495	818
ENSG00000175756.13	1375495	711
ENSG00000221978.11	1399328	639
ENSG00000221978.11	1399328	1596
ENSG00000242485.5	1407313	1821
ENSG00000242485.5	1407313	559
ENSG00000242485.5	1407313	2252
ENSG00000235098.8	1421769	1645
ENSG00000235098.8	1421769	63
ENSG00000179403.11	1434860	664
ENSG00000179403.11	1434860	2721
ENSG00000215915.9	1449688	7296
ENSG00000197785.13	1512150	6717
ENSG00000197785.13	1512150	765
ENSG00000205090.8	1540453	675
ENSG00000205090.8	1540453	1030
ENSG00000160075.11	1574869	956
ENSG00000160075.11	1574869	1118
ENSG00000197530.12	1615414	350
ENSG00000197530.12	1615414	2305
ENSG00000189409.12	1632094	1040
ENSG00000189409.12	1632094	380
ENSG00000248333.8	1659012	774
ENSG00000189339.11	1692728	13760
ENSG00000189339.11	1692728	5713
ENSG00000215790.6	1745992	4451
ENSG00000008130.15	1780457	2596
ENSG00000008130.15	1780457	864
ENSG00000008130.15	1780457	3408
ENSG00000078369.17	1891117	42230
ENSG00000078369.17	1891117	30068
ENSG00000078369.17	1891117	1380
ENSG00000078369.17	1891117	1902
ENSG00000078369.17	1891117	4320
ENSG00000169885.9	1914826	6016
ENSG00000169885.9	1914826	4570
ENSG00000178821.12	1919273	43
ENSG00000067606.15	2050469	218
ENSG00000162585.16	2212720	79645
ENSG00000162585.16	2212720	76589
ENSG00000162585.16	2212720	19425
ENSG00000162585.16	2212720	18311
ENSG00000162585.16	2212720	16341
ENSG00000162585.16	2212720	13341
ENSG00000162585.16	2212720	11776
ENSG00000162585.16	2212720	8049
ENSG00000162585.16	2212720	6288
ENSG00000162585.16	2212720	3428
ENSG00000162585.16	2212720	2670
ENSG00000157933.9	2228694	1564
ENSG00000157933.9	2228694	1754
ENSG00000157933.9	2228694	15000
ENSG00000157933.9	2228694	24684
ENSG00000157933.9	2228694	27069
ENSG00000157933.9	2228694	32582
ENSG00000157933.9	2228694	51511
ENSG00000157933.9	2228694	66727
ENSG00000157933.9	2228694	73733
ENSG00000157933.9	2228694	77339
ENSG00000116151.13	2391707	76760
ENSG00000116151.13	2391707	75312
ENSG00000116151.13	2391707	68428
ENSG00000116151.13	2391707	59936
ENSG00000116151.13	2391707	30108
ENSG00000116151.13	2391707	500
ENSG00000157916.18	2391774	3439
ENSG00000157911.9	2413797	1571
ENSG00000157911.9	2413797	1140
ENSG00000157881.13	2526628	792
ENSG00000157881.13	2526628	1145
ENSG00000157873.17	2555638	6907
ENSG00000157873.17	2555638	5807
ENSG00000157873.17	2555638	319
ENSG00000157873.17	2555638	3638
ENSG00000157870.14	2586490	939
ENSG00000157870.14	2586490	2108
ENSG00000142606.15	2632990	9745
ENSG00000142606.15	2632990	10965
ENSG00000142611.16	3069167	15
ENSG00000142611.16	3069167	967
ENSG00000142611.16	3069167	2572
ENSG00000142611.16	3069167	57859
ENSG00000142611.16	3069167	58974
